buggy_B2,buggy_AG,buggy_MA,buggy_RA,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
buggy,buggy,buggy,buggy,0.693147,2.302585,2.397895,1.267902,0.024407,0.012903,6.449522,0,1.609438,3.982109,0.832909,4.174387,4.021953,4.060443
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.002191,0,6.816736,0,1.098612,3.278653,1.098612,4.189655,4.039712,4.077537
clean,clean,clean,clean,0.693147,2.197225,2.833213,1.449483,0.002764,0.018637,7.10686,0,1.386294,3.904394,0.662688,4.204693,4.056643,4.094345
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.005435,0.002721,5.908083,0,0.693147,3.759804,1.098612,3.433987,3.303585,2.639057
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,6.098074,0,0,0,0,0,0,2.995732,2.874129,2.944439
clean,clean,clean,clean,0.693147,1.098612,1.609438,0.158748,0.058781,0.001914,8.007367,0,1.098612,3.353057,0.405465,4.219508,4.069539,4.110874
clean,clean,clean,clean,0.693147,1.098612,1.098612,0.032682,0.255252,0.00718,6.87987,0,1.098612,3.354106,0.693147,4.234107,4.086312,4.127134
clean,clean,clean,clean,0.693147,1.098612,1.609438,0.890842,0.003342,0.003676,6.617069,0,1.098612,3.35829,0.405465,4.248495,4.102809,4.143135
clean,clean,clean,clean,0.693147,0.693147,1.098612,0.384579,0.154151,0,3.433987,0,1.386294,0.727549,1.098612,3.465736,3.334345,2.564949
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.024716,0.003842,6.946976,0,1.386294,3.391147,1.386294,3.496508,3.369363,2.639057
clean,clean,clean,clean,0.693147,1.098612,1.098612,0.692862,0.277238,0.283126,5.265278,0,1.098612,3.392493,0.693147,4.26268,4.116758,4.158883
clean,clean,clean,clean,0.693147,1.098612,1.098612,0.521194,0.013004,0.015585,5.257495,0,1.098612,0.00995,0.916291,4.276666,4.132924,4.174387
