buggy_B2,buggy_AG,buggy_MA,buggy_RA,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.103541,0.103541,4.025352,0,1.098612,4.477905,1.098612,3.850148,3.722314,3.637586
clean,clean,clean,clean,0,0,0,0,0,0,0,0,0,0,0,3.871201,3.745968,0
buggy,buggy,buggy,buggy,1.386294,2.890372,3.850148,1.752488,0.012383,0.006093,6.314146,1,1.94591,4.419322,0.943906,3.401197,3.25347,3.931826
buggy,buggy,buggy,buggy,1.386294,1.609438,1.94591,1.158226,0.035181,0.004871,6.240276,0,1.94591,3.903991,2.564949,1.609438,1.556037,2.564949
clean,clean,clean,clean,0,0,0,0,0,0,0,0,0,0,0,3.89182,3.764451,0
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.020965,0.020965,5.46806,0,0.693147,2.630449,1.098612,3.912023,3.787366,3.218876
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.020965,0.020965,5.46806,0,0.693147,2.631889,1.098612,3.931826,3.809769,3.258097
buggy,buggy,buggy,buggy,1.098612,1.94591,3.218876,1.302959,0.17957,0.025497,6.09375,1,1.386294,3.296577,0.378436,3.044522,2.87976,3.295837
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.026668,0.026668,3.637586,0,1.098612,4.418841,1.609438,3.951244,3.819688,3.295837
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.026668,0.026668,3.637586,0,1.098612,4.418841,1.609438,3.970292,3.841386,3.332205
buggy,buggy,buggy,buggy,1.386294,2.197225,2.484907,1.23571,0.132749,0.009948,5.899157,0,1.94591,3.501646,2.033398,3.433987,3.277899,3.988984
buggy,clean,buggy,buggy,0.693147,1.386294,2.079442,1.28032,2.116447,0.015748,2.302585,0,1.098612,3.276767,0.254642,3.988984,3.86073,1.098612
clean,clean,clean,clean,0,0,0,0,0,0,0,0,0,0,0,1.098612,0.996949,0
buggy,buggy,buggy,buggy,1.098612,1.791759,2.484907,0.916751,0.233231,0.011769,6.199393,1,1.386294,1.678964,0.693147,3.091042,2.927453,3.367296
buggy,clean,clean,clean,1.098612,1.098612,1.098612,0.407635,0.008795,0.007042,6.340359,1,1.94591,1.61343,3.637586,1.791759,1.728109,2.397895
buggy,clean,buggy,buggy,0.693147,1.386294,1.609438,0.928484,0.044544,0.004228,5.46806,0,1.791759,2.037317,1.098612,3.433987,3.263084,3.332205
clean,clean,clean,clean,1.386294,1.609438,1.609438,0.942609,0.100546,0.017007,6.08279,1,1.94591,1.791759,2.983153,3.135494,2.965788,3.806662
buggy,clean,buggy,clean,1.386294,1.386294,1.386294,0.663275,0.012838,0.00068,6.888909,1,1.94591,2.418589,3.270709,1.94591,1.877937,2.890372
clean,clean,clean,clean,1.098612,1.386294,1.386294,0.791181,0.005968,0.001407,6.854006,1,1.94591,3.793239,3.283539,2.079442,2.017566,2.70805
clean,clean,clean,clean,1.386294,1.609438,2.197225,0.871611,0.014346,0.000818,6.130139,0,1.94591,4.006606,2.374906,2.197225,2.136531,3.135494
clean,clean,clean,clean,1.386294,1.386294,1.386294,0.756737,0.011582,0,6.574141,0,1.94591,2.136531,3.332205,3.178054,3.005187,3.871201
buggy,buggy,buggy,buggy,1.098612,1.791759,2.079442,1.077637,0.029766,0.007672,6.180617,1,1.94591,3.964805,2.520113,3.218876,3.046901,3.637586
clean,clean,clean,clean,1.386294,1.386294,1.609438,0.854939,0.006368,0,6.846146,0,1.94591,4.045154,3.056357,2.302585,2.24071,3.258097
clean,buggy,buggy,clean,1.098612,1.098612,1.098612,0.693147,0.003143,0.001049,6.168564,1,1.94591,1.541159,3.73767,3.465736,3.268808,3.806662
clean,clean,clean,clean,1.098612,1.098612,1.098612,0.407635,0.009066,0.00726,6.309918,1,1.94591,3.857144,3.48124,2.397895,2.333114,3.044522
buggy,buggy,buggy,buggy,1.098612,1.791759,1.791759,0.799865,0.014118,0.007298,6.142467,1,1.94591,2.854169,2.867899,3.258097,3.082827,3.688879
buggy,clean,buggy,buggy,1.386294,1.609438,1.609438,0.714781,0.020405,0.00186,7.539426,1,1.94591,3.012098,3.091042,3.295837,3.122805,4.007333
buggy,clean,clean,clean,1.386294,1.94591,1.94591,1.03612,0.009605,0,6.63441,0,1.94591,3.377588,2.729812,2.484907,2.406945,3.433987
buggy,buggy,buggy,buggy,1.386294,2.890372,3.663562,1.61612,0.130355,0.005578,6.269002,0,1.94591,3.839022,1.214913,4.007333,3.81419,4.343805
buggy,clean,buggy,buggy,0.693147,2.197225,2.772589,1.53959,2.374366,0,2.248129,0,1.098612,2.556452,0.182322,2.564949,2.488234,0
clean,buggy,buggy,clean,1.098612,1.098612,1.098612,0.651437,0.005516,0.001106,6.115892,1,1.94591,4.582618,3.48124,3.496508,3.282414,3.850148
clean,clean,clean,clean,1.386294,1.609438,1.94591,0.909918,0.182898,0.006877,5.672739,1,1.94591,3.955848,2.74084,3.332205,3.148453,4.060443
buggy,buggy,buggy,buggy,1.386294,1.791759,2.197225,1.131647,0.019754,0.009701,6.314236,1,1.94591,3.301009,2.495682,2.639057,2.558776,3.218876
clean,clean,clean,clean,1.098612,1.386294,1.609438,0.971214,0.010686,0.00659,5.715382,1,1.94591,4.087656,2.833213,3.465736,3.240246,3.951244
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.017094,0.017094,4.762174,0,1.098612,4.645928,1.098612,4.025352,3.822973,2.484907
clean,clean,clean,clean,1.609438,2.079442,2.197225,1.34786,0.00418,0.003624,6.106198,0,1.94591,4.47938,1.504077,4.043051,3.844386,4.406719
